Book,Treatment,T Type,Treatment filter,AI Name (Rule),Description (Rule),AI filter,Type,Trigger,AggrLevel,Posting Field,D/C,Mapped Account,Account,Account filter,Category,Description,ReversalMethod,StartDate,EndDate,RollingConv,HistAmend,Suppress,RevExclusion,RevFreq,ExcludeFXConv,FXConvDate,Periodic
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Forward - Principal Buy Contra - Offbalance,03-004 FX Forward - Principal Buy Contra - Offbalance,A_AC_Pos_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Forward - Principal Sell - Offbalance,03-005 FX Forward - Principal Sell - Offbalance,A_AC_Pos_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Forward - Principal Sell Contra - Offbalance,01-005 FX Forward - Principal Sell Contra - Offbalance,A_AC_Neg_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Spot - Principal Buy - Offbalance,01-002 FX Spot - Principal Buy - Offbalance,A_AC_Neg_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Spot - Principal Buy Contra - Offbalance,03-002 FX Spot - Principal Buy Contra - Offbalance,A_AC_Pos_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Spot - Principal Sell - Offbalance,03-003 FX Spot - Principal Sell - Offbalance,A_AC_Pos_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Spot - Principal Sell Contra - Offbalance,01-003 FX Spot - Principal Sell Contra - Offbalance,A_AC_Neg_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Swap - Principal Buy - OffBalance,01-009 FX Swap - Principal Buy - OffBalance,A_AC_Neg_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Swap - Principal Buy Contra - Offbalance,03-009 FX Swap - Principal Buy Contra - Offbalance,A_AC_Pos_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Swap - Principal Sell - Offbalance,03-010 FX Swap - Principal Sell - Offbalance,A_AC_Pos_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Swap - Principal Sell Contra - Offbalance,01-010 FX Swap - Principal Sell Contra - Offbalance,A_AC_Neg_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Pay Date Termination Fee,FX Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Client,Cash Accounts Client,A_AC_Client,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Pay Date Termination Fee,FX Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_Nostro,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Pay Date Termination Fee,FX Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Unwind Settlement Payable,03-007 FX Unwind Settlement Payable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Pay Date Termination Fee,FX Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Unwind Settlement Receivable,01-007 FX Unwind Settlement Receivable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Forward - Principal Buy - Offbalance,01-004 FX Forward - Principal Buy - Offbalance,A_AC_Pos_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Forward - Principal Buy Contra - Offbalance,03-004 FX Forward - Principal Buy Contra - Offbalance,A_AC_Neg_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Forward - Principal Sell - Offbalance,03-005 FX Forward - Principal Sell - Offbalance,A_AC_Neg_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Forward - Principal Sell Contra - Offbalance,01-005 FX Forward - Principal Sell Contra - Offbalance,A_AC_Pos_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Spot - Principal Buy - Offbalance,01-002 FX Spot - Principal Buy - Offbalance,A_AC_Pos_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Spot - Principal Buy Contra - Offbalance,03-002 FX Spot - Principal Buy Contra - Offbalance,A_AC_Neg_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Spot - Principal Sell - Offbalance,03-003 FX Spot - Principal Sell - Offbalance,A_AC_Neg_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Spot - Principal Sell Contra - Offbalance,01-003 FX Spot - Principal Sell Contra - Offbalance,A_AC_Pos_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Swap - Principal Buy - OffBalance,01-009 FX Swap - Principal Buy - OffBalance,A_AC_Pos_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Swap - Principal Buy Contra - Offbalance,03-009 FX Swap - Principal Buy Contra - Offbalance,A_AC_Neg_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Swap - Principal Sell - Offbalance,03-010 FX Swap - Principal Sell - Offbalance,A_AC_Neg_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date OffBalance Principal,FX OffBalance on Trade Date,A_AI_MF_Premium_NotClosing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Swap - Principal Sell Contra - Offbalance,01-010 FX Swap - Principal Sell Contra - Offbalance,A_AC_Pos_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date Termination Fee,FX Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,AL Revaluation,05-001 AL Revaluation,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date Termination Fee,FX Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Unwind Settlement Payable,03-007 FX Unwind Settlement Payable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Trade Date Termination Fee,FX Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Unwind Settlement Receivable,01-007 FX Unwind Settlement Receivable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Forward - Principal Buy - Offbalance,01-004 FX Forward - Principal Buy - Offbalance,A_AC_Neg_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Forward - Principal Buy Contra - Offbalance,03-004 FX Forward - Principal Buy Contra - Offbalance,A_AC_Pos_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Forward - Principal Sell - Offbalance,03-005 FX Forward - Principal Sell - Offbalance,A_AC_Pos_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Forward - Principal Sell Contra - Offbalance,01-005 FX Forward - Principal Sell Contra - Offbalance,A_AC_Neg_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Spot - Principal Buy - Offbalance,01-002 FX Spot - Principal Buy - Offbalance,A_AC_Neg_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Spot - Principal Buy Contra - Offbalance,03-002 FX Spot - Principal Buy Contra - Offbalance,A_AC_Pos_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Spot - Principal Sell - Offbalance,03-003 FX Spot - Principal Sell - Offbalance,A_AC_Pos_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Spot - Principal Sell Contra - Offbalance,01-003 FX Spot - Principal Sell Contra - Offbalance,A_AC_Neg_FXSpot_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Swap - Principal Buy - OffBalance,01-009 FX Swap - Principal Buy - OffBalance,A_AC_Neg_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Swap - Principal Buy Contra - Offbalance,03-009 FX Swap - Principal Buy Contra - Offbalance,A_AC_Pos_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Swap - Principal Sell - Offbalance,03-010 FX Swap - Principal Sell - Offbalance,A_AC_Pos_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date OffBalance Principal,Reversing Trade Date OffBalance Entries,A_AI_MF_PremiumFX_Not_Exercise,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Swap - Principal Sell Contra - Offbalance,01-010 FX Swap - Principal Sell Contra - Offbalance,A_AC_Neg_FxSwap_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date Principal,FX Principal on Value Date,A_AI_MF_PremiumPremium2,Money Flow,Real Time,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Client,Cash Accounts Client,A_AC_Client,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date Principal,FX Principal on Value Date,A_AI_MF_PremiumPremium2,Money Flow,Real Time,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_Nostro,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_MF_Value Date Principal,FX Principal on Value Date,A_AI_MF_PremiumPremium2,Money Flow,Real Time,Contract Trade Number,Cash Analysis Projected,Credit,FX - Exchange Position,01-006 FX - Exchange Position,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX,Trade,A_TR_FX,FX_TD_Daily Mark-to-Market,FX Daily Mark to Market,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Value,Debit,FX - Reval Exchange,01-008 FX - Reval Exchange,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Value Day,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,FX,Trade,A_TR_FX,FX_TD_Daily Mark-to-Market,FX Daily Mark to Market,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Value,Credit,FX - Reval Exchange PL,05-003 FX - Reval Exchange PL,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Value Day,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Fixing Date Payout,FX NDF Payout on Fixing Date,A_AI_MF_Payout_Exercised,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Account Payables - Derivatives,03-001 Account Payables - Derivatives,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Fixing Date Payout,FX NDF Payout on Fixing Date,A_AI_MF_Payout_Exercised,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Account Receivables - Derivatives,01-001 Account Receivables - Derivatives,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Fixing Date Payout,FX NDF Payout on Fixing Date,A_AI_MF_Payout_Exercised,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Exchange-spot position,05-002 Exchange-spot position,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Pay Date Termination Fee,FX Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Client,Cash Accounts Client,A_AC_Client,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Pay Date Termination Fee,FX Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_Nostro,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Pay Date Termination Fee,FX Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Unwind Settlement Payable,03-007 FX Unwind Settlement Payable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Pay Date Termination Fee,FX Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,FX Unwind Settlement Receivable,01-007 FX Unwind Settlement Receivable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Settle Date Payout,FX NDF Payout on Settle Date,A_AI_MF_Payout_Exercised,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Account Payables - Derivatives,03-001 Account Payables - Derivatives,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Settle Date Payout,FX NDF Payout on Settle Date,A_AI_MF_Payout_Exercised,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Account Receivables - Derivatives,01-001 Account Receivables - Derivatives,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Settle Date Payout,FX NDF Payout on Settle Date,A_AI_MF_Payout_Exercised,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Client,Cash Accounts Client,A_AC_Client,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Settle Date Payout,FX NDF Payout on Settle Date,A_AI_MF_Payout_Exercised,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_Nostro,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,FX NDF,Trade,A_TR_FXNDF,FX_MF_Trade Date Termination Fee,FX Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,AL Revaluation,05-001 AL Revaluation,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
